Verkehrsrichtung;Jahr;Periode;Periode_txt;Warengruppe_CPA;Kettenindex_nominal;Kettenindex_Durchschnittswert;Kettenindex_real;Index_nominal_Vorjahr;Index_Durchschnittswert_Vorjahr;Index_real_Vorjahr;Index_nominal_Vorperiode;Index_Durchschnittswert_Vorperiode;Index_real_Vorperiode;Stand;Aktualisierungsdatum
E;2020;6;Juni;10891;117.15483093261719;95.34968566894531;122.86860656738281;108.40995788574219;102.85651397705078;105.39921569824219;103.3454360961914;104.75141906738281;98.65779113769531;def;2026-09-10T00:00:00.000+02:00
E;2020;7;Juli;10891;116.74839782714844;90.4687728881836;129.04827880859375;96.13939666748047;98.85350036621094;97.2544174194336;99.653076171875;94.88104248046875;105.02949523925781;def;2026-09-10T00:00:00.000+02:00
E;2020;8;August;10891;107.5316162109375;96.45211791992188;111.48704528808594;103.91088104248047;108.26225280761719;95.980712890625;92.10543060302734;106.61370849609375;86.39173126220703;def;2026-09-10T00:00:00.000+02:00
E;2020;9;September;10891;121.40448760986328;92.08628845214844;131.83775329589844;101.88739013671875;95.6632308959961;106.5063247680664;112.90120697021484;95.47357177734375;118.25387573242188;def;2026-09-10T00:00:00.000+02:00
E;2020;10;Oktober;10891;113.07432556152344;94.26518249511719;119.95343780517578;88.56255340576172;103.05390930175781;85.93807983398438;93.13850402832031;102.36614227294922;90.98564910888672;def;2026-09-10T00:00:00.000+02:00
E;2020;11;November;10891;122.86264038085938;93.47310638427734;131.4416961669922;105.39522552490234;102.11038970947266;103.2169418334961;108.65653228759766;99.15974426269531;109.57726287841797;def;2026-09-10T00:00:00.000+02:00
E;2020;12;Dezember;10891;101.6949462890625;95.77088165283203;106.1856689453125;101.22771453857422;101.51995849609375;99.7121353149414;82.77125549316406;102.45821380615234;80.7853775024414;def;2026-09-10T00:00:00.000+02:00
E;2020;23;Jahr;10891;115.14368438720703;93.30335235595703;123.40787506103516;99.34007263183594;99.74121856689453;99.59781646728516;;;;def;2026-09-10T00:00:00.000+02:00
E;2020;24;1. Quartal;10891;118.10877227783203;92.5092544555664;127.6723861694336;98.28081512451172;96.44252014160156;101.90609741210938;;;;def;2026-09-10T00:00:00.000+02:00
E;2020;25;2. Quartal;10891;114.6938247680664;93.53575134277344;122.62030792236328;100.72938537597656;99.05094146728516;101.69453430175781;99.81703186035156;101.35089111328125;98.48658752441406;def;2026-09-10T00:00:00.000+02:00
E;2020;26;3. Quartal;10891;115.22816467285156;92.73651123046875;124.25328826904297;100.4673080444336;100.48027038574219;99.98709869384766;100.46588897705078;99.1455307006836;101.33174133300781;def;2026-09-10T00:00:00.000+02:00
